A,B,C,D
157,3,I-article,
157,4,B-description,
157,5,B-article,
157,5,I-article,
157,6,B-description,
157,7,B-title,
157,7,B-title,
157,8,B-article,
157,8,I-article,
157,9,B-description,
157,10,B-article,
157,10,I-article,
157,10,I-article,
157,11,B-description,
157,12,B-article,
157,12,I-article,
157,12,I-article,
157,999,B-footer,
158,0,B-header,
158,0,I-header,
158,0,I-header,
158,0,I-header,
158,1,B-article,
158,2,B-article,
158,2,I-article,
158,2,I-article,
158,2,I-article,
158,2,I-article,
158,2,I-article,
158,2,I-article,
158,3,B-article,
158,3,I-article,
158,3,I-article,
158,3,I-article,
158,4,B-article,
158,4,I-article,
158,4,I-article,
158,999,B-footer,
159,0,B-header,
159,0,I-header,
159,0,I-header,
159,0,I-header,
159,1,H-speech,[hidden]
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
159,1,I-speech,
160,0,B-header,
160,0,I-header,
160,0,I-header,
160,0,I-header,
160,1,H-speech,[hidden]
160,1,I-speech,
160,1,I-speech,
160,1,I-speech,
160,1,I-speech,
160,1,I-speech,
160,1,I-speech,
160,1,I-speech,
160,1,I-speech,
161,0,B-header,
161,0,I-header,
161,0,I-header,
161,0,I-header,
161,1,H-speech,[hidden]
161,2,B-speech,"GIOLITTI, presidente del Consiglio e ministro dell'interno"
161,3,B-speech,Senatore PIERANTONI
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,3,I-speech,
161,4,B-speech,"GIOLITTI, presidente del Consiglio e ministro dell'interno"
161,5,B-speech,Senatore PIERANTONI
161,6,B-speech,"GIOLITTI, presidente del Consiglio e ministro dell'interno"
162,0,B-header,
162,0,I-header,
162,1,H-speech,[hidden]
162,1,I-speech,
162,1,I-speech,
162,1,I-speech,
162,1,I-speech,
162,1,I-speech,
162,2,B-speech,BRANCA
162,2,I-speech,
162,2,I-speech,
162,2,I-speech,
162,2,I-speech,
162,2,I-speech,
162,2,I-speech,
162,2,I-speech,
162,2,I-speech,
162,2,I-speech,
162,3,B-speech,MINISTRO PER LE FINANZE
162,4,U-speech,[unknown] Voci a destra
162,5,B-speech,MINISTRO PER LE FINANZE
162,5,I-speech,
162,5,I-speech,
162,5,I-speech,
163,0,B-header,
163,0,I-header,
163,0,I-header,
163,1,H-speech,[hidden]
163,1,I-speech,
163,1,I-speech,
163,1,I-speech,
163,1,I-speech,
163,1,I-speech,
163,1,I-speech,
163,2,B-speech,PRESIDENTE
163,3,B-speech,PIACENTINI
163,3,I-speech,
163,3,I-speech,
163,3,I-speech,
163,3,I-speech,
164,0,B-header,
164,0,I-header,
164,0,I-header,
164,0,I-header,
164,1,B-article,"SALANDRA, VIALE, CARCANO"
164,1,I-article,
164,1,I-article,
164,1,I-article,
164,1,I-article,
164,1,I-article,
164,2,B-other,
164,3,B-speech,PRESIDENTE
164,3,I-speech,
164,3,I-speech,
164,4,B-title,
164,5,B-speech,PRESIDENTE
164,5,I-speech,
164,6,B-speechnotext,"SILI, segretario"
164,7,B-article,
164,7,I-article,
164,8,B-other,
164,8,I-other,
164,8,I-other,
164,8,I-other,
164,9,B-text,
164,9,I-text,
164,9,I-text,
164,9,I-text,
164,9,I-text,
164,10,B-article,"NITTI, SECHI, TEDESCO"
164,10,I-article,
164,10,I-article,
164,11,B-article,"NITTI, SECHI, TEDESCO"
164,11,I-article,
164,12,B-article,"NITTI, SECHI, TEDESCO"
164,12,I-article,
164,12,I-article,
164,12,I-article,
164,12,I-article,
164,12,I-article,
164,13,B-other,
165,0,B-header,
165,0,I-header,
165,1,H-speech,[hidden]
165,1,I-speech,
165,1,I-speech,
165,1,I-speech,
165,1,I-speech,
165,1,I-speech,
165,1,I-speech,
165,1,I-speech,
165,1,I-speech,
165,1,I-speech,
165,2,B-speech,PRESIDENTE
165,3,B-speech,MINISTRO PER L'INTERNO
165,4,B-speech,LIBETTA
165,5,U-speech,[unknown] Voci
165,6,B-speech,MINISTRO PER L'INTERNO
165,6,I-speech,
165,6,I-speech,
165,6,I-speech,
165,6,I-speech,
166,0,B-header,
166,0,I-header,
166,0,I-header,
166,0,I-header,
166,1,H-speech,[hidden]
166,1,I-speech,
166,1,I-speech,
166,1,I-speech,
166,1,I-speech,
166,1,I-speech,
166,1,I-speech,
166,1,I-speech,
166,2,B-speech,PIERANTONI
166,3,B-speech,"PELLEGRINI, relatore"
166,4,B-text,
166,5,B-speech,"PELLEGRINI, relatore"
166,5,I-speech,
166,5,I-speech,
167,0,B-header,
167,0,I-header,
167,0,I-header,
167,0,I-header,
167,1,B-text,
167,1,I-text,
167,1,I-text,
167,2,B-article,
167,2,I-article,
167,3,B-article,
167,3,I-article,
167,4,B-text,Antoniade
167,4,I-text,
167,4,I-text,
167,5,B-text,
167,5,I-text,
167,6,B-other,
167,6,I-other,
167,6,I-other,
167,6,I-other,
167,6,I-other,
167,6,I-other,
167,6,I-other,
167,6,I-other,
167,6,I-other,
167,6,I-other,
168,0,B-header,
168,0,I-header,
168,0,I-header,
168,0,I-header,
168,1,H-speech,[hidden]
168,2,B-speechnotext,"AGNETTI, segretario da lettura"
168,3,B-title,
168,4,B-speech,VIGONI
168,5,B-speech,PRESIDENTE
168,6,B-speech,VIGONI
168,7,B-speech,PRESIDENTE
168,7,I-speech,
168,8,B-title,
168,9,B-speech,PRESIDENTE
168,9,I-speech,
168,10,B-title,
168,11,B-speech,PRESIDENTE
168,11,I-speech,
168,12,B-title,
168,13,B-speech,PRESIDENTE
168,14,B-speechnotext,"BISCARETTI, segretario"
168,14,I-speechnotext,
168,14,I-speechnotext,
168,15,B-title,
168,16,B-speech,PRESIDENTE
168,16,I-speech,
168,17,B-title,
168,18,B-speech,PRESIDENTE
168,18,I-speech,
168,18,I-speech,
168,18,I-speech,
169,0,B-header,
169,0,I-header,
169,1,B-title,
169,2,B-presidencydeclaration,
169,3,B-other,
169,4,B-description,
169,4,I-description,
169,5,B-speechnotext,"Il Senatore, Segretario, MANZONI T."
169,6,B-title,
169,7,B-description,
169,7,I-description,
169,8,B-title,
169,9,B-speech,PRESIDENTE
169,9,I-speech,
169,9,I-speech,
169,9,I-speech,
169,10,B-speech,"Senatore BURCI, Relatore"
170,0,B-header,
170,0,I-header,
170,1,H-speech,[hidden]
170,1,I-speech,
170,1,I-speech,
170,1,I-speech,
170,2,B-speech,"CIBRARIO, ministro dell'istruzione pubblica"
170,3,B-speech,TOLA
170,4,B-speech,PRESIDENTE
170,5,B-speech,FARINI
170,5,I-speech,
170,5,I-speech,
170,6,B-speech,MELLANA
170,7,B-speech,FARINI
170,7,I-speech,
170,7,I-speech,
170,7,I-speech,
170,8,B-speech,MELLANA
170,8,I-speech,
170,9,B-speech,MICHELINI ALESSANDRO
170,9,I-speech,
170,9,I-speech,
170,9,I-speech,
170,9,I-speech,
170,9,I-speech,
170,9,I-speech,
171,0,B-header,
171,0,I-header,
171,0,I-header,
171,1,H-speech,[hidden]
171,1,I-speech,
171,2,B-speech,PRESIDENTE
171,4,B-description,
171,5,B-speech,GIOVANNINI
171,5,I-speech,
171,5,I-speech,
171,5,I-speech,
171,6,B-speech,PRESIDENTE
171,7,B-speech,GIOVANNINI
171,8,B-speech,SANSONI
171,8,I-speech,
171,9,B-speech,PRESIDENTE
171,10,B-speech,GIOVANNINI
171,11,B-speech,GUARIENTI
172,0,B-header,
172,0,I-header,
172,0,I-header,
172,0,I-header,
172,1,B-other,
172,1,I-other,
172,1,I-other,
173,0,B-header,
173,0,I-header,
173,0,I-header,
173,0,I-header,
173,1,H-speech,[hidden]
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
173,1,I-speech,
174,0,B-header,
174,0,I-header,
174,0,I-header,
174,0,I-header,
174,1,B-text,Il Ministro MAURI
174,1,I-text,
174,1,I-text,
174,1,I-text,
174,1,I-text,
174,2,B-text,FABRI
174,3,B-text,Il Ministro RODINò
174,3,I-text,
174,3,I-text,
174,3,I-text,
174,3,I-text,
174,3,I-text,
174,3,I-text,
174,3,I-text,
174,4,B-text,REGGIO
174,5,H-text,[hidden]
175,0,B-header,
175,0,I-header,
175,0,I-header,
175,0,I-header,
175,1,H-speech,[hidden]
175,2,B-speech,Presidente
175,3,B-speech,Turbiglio Sebastiano
175,3,I-speech,
175,3,I-speech,
175,3,I-speech,
175,3,I-speech,
175,4,B-speech,Lochis
175,5,B-speech,Turbiglio Sebastiano
175,5,I-speech,
175,5,I-speech,
175,5,I-speech,
175,5,I-speech,
175,6,B-speech,Presidente
175,7,B-speech,"Bonacci, ministro di grazia e giustizia"
175,7,I-speech,
175,7,I-speech,
175,7,I-speech,
175,7,I-speech,
176,0,B-header,
176,0,I-header,
176,0,I-header,
176,0,I-header,
176,1,H-speech,[hidden]
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,1,I-speech,
176,2,B-speech,PRESIDENTE
176,3,B-speech,"LACAVA, ministro delle finanze"
177,0,B-header,
177,0,I-header,
177,0,I-header,
177,0,I-header,
177,1,B-other,
178,0,B-header,
178,0,I-header,
178,0,I-header,
178,0,I-header,
178,1,B-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,1,I-other,
178,2,B-title,
178,3,B-speech,PRESIDENTE
178,3,I-speech,
178,3,I-speech,
178,3,I-speech,
178,3,I-speech,
178,3,I-speech,
179,0,B-header,
179,0,I-header,
179,0,I-header,
179,0,I-header,
179,1,H-speech,[hidden]
179,1,I-speech,
179,2,B-speech,CAVALLETTO
179,3,B-speech,MINISTRO PER I LAVORI PUBBLICI
179,4,B-speech,PERICOLI
179,5,B-speech,PRESIDENTE
179,6,B-speech,CAVALLETTO
179,6,I-speech,
179,6,I-speech,
179,7,B-speech,PRESIDENTE
179,8,B-speech,PERICOLI
179,8,I-speech,
179,8,I-speech,
179,9,B-speech,"PRESIDENTE DEL CONSIGLIO, MINISTRO PER LE FINANZE"
179,9,I-speech,
179,9,I-speech,
179,9,I-speech,
179,10,B-speech,DI SAN DONATO
179,11,B-speech,PRESIDENTE DEL CONSIGLIO
179,12,B-speech,DI SAN DONATO
179,12,I-speech,
179,12,I-speech,
179,13,B-speech,PRESIDENTE DEL CONSIGLIO
180,0,B-header,
180,0,I-header,
180,0,I-header,
180,0,I-header,
180,1,B-other,
180,2,B-speech,"Luzzatti, relatore"
180,3,B-speech,Presidente
180,4,B-speech,"Luzzatti, relatore"
180,5,B-speech,Presidente
180,5,I-speech,
180,6,B-description,
180,7,N-speech,[inferred] Presidente
180,7,I-speech,
180,7,I-speech,
180,7,I-speech,
180,8,B-speech,Casati
180,9,B-speech,Presidente
181,0,B-header,
181,0,I-header,
181,0,I-header,
181,0,I-header,
181,1,B-title,
181,1,B-title,
181,2,B-presidencydeclaration,
181,3,B-title,
181,4,B-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,4,I-other,
181,5,B-description,
181,6,B-speechnotext,"VISOCCHI, segretario"
181,7,B-title,
181,8,B-speech,PRESIDENTE
181,9,B-description,
181,999,B-footer,
182,0,B-header,
182,0,I-header,
182,0,I-header,
182,0,I-header,
182,1,H-speech,[hidden]
182,2,B-speech,PRESIDENTE
182,3,B-title,
182,4,B-speech,PRESIDENTE
182,5,B-speech,"BORGHESE, Questore"
182,6,B-speech,PRESIDENTE
182,7,B-title,
182,8,B-speech,PRESIDENTE
182,8,I-speech,
182,9,B-description,
182,10,N-speech,[inferred] PRESIDENTE
182,11,B-title,
182,12,B-speech,PRESIDENTE
182,12,I-speech,
182,12,I-speech,
182,13,B-speech,GUGLIELMOTTI
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
182,13,I-speech,
183,0,B-header,
183,0,I-header,
183,0,I-header,
183,0,I-header,
183,1,H-speech,[hidden]
183,2,B-speech,Presidente
183,3,B-speech,De Renzis
183,3,I-speech,
183,3,I-speech,
183,3,I-speech,
183,3,I-speech,
183,3,I-speech,
183,3,I-speech,
183,3,I-speech,
183,3,I-speech,
183,3,I-speech,
183,4,B-article,
183,5,U-speech,[unknown] Voci
183,6,B-speech,De Renzis
183,6,I-speech,
183,6,I-speech,
184,0,B-header,
184,0,I-header,
184,0,I-header,
184,0,I-header,
184,1,H-speech,[hidden]
184,2,B-article,
184,2,B-title,
184,3,H-speech,[hidden]
184,3,B-text,(L. S.) G . B . VIVIANI. ( L . S.) I. MARISCAL.
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,3,I-text,
184,4,N-speech,[inferred] Presidente
184,4,I-speech,
184,5,B-title,
184,6,B-speech,Presidente
184,6,I-speech,
184,6,I-speech,
184,6,I-speech,
184,6,I-speech,
185,0,B-header,
185,0,I-header,
185,1,H-speech,[hidden]
185,1,I-speech,
185,1,I-speech,
185,2,B-speech,Presidente
185,3,B-speech,Senatore Gallotti
185,4,B-speech,Presidente del Consiglio
185,5,U-speech,[unknown] Molte Voci
185,6,B-speech,Presidente
185,7,B-speech,Senatore Gallotti
185,7,I-speech,
185,7,I-speech,
185,7,I-speech,
185,7,I-speech,
185,8,B-speech,Senatore Valerio
185,9,B-speech,Presidente del Consiglio
185,10,B-speech,Senatore Gallotti
185,10,I-speech,
185,10,I-speech,
185,10,I-speech,
185,11,B-speech,Presidente
185,12,B-speech,Senatore Valerio
185,13,B-speech,Presidente
185,14,B-speech,Senatore Paleocapa
185,15,B-speech,Senatore Cadorna
185,15,I-speech,
185,15,I-speech,
185,15,I-speech,
185,15,I-speech,
185,15,I-speech,
185,999,B-footer,
186,0,B-header,
186,0,I-header,
186,0,I-header,
186,0,I-header,
186,1,H-speech,[hidden]
186,1,I-speech,
186,1,I-speech,
186,2,U-speech,[unknown] Voci a sinistra
186,3,B-speech,Fortis
186,3,I-speech,
186,3,I-speech,
186,3,I-speech,
186,3,I-speech,
186,3,I-speech,
186,4,B-speech,Del Balzo Carlo
186,5,B-speech,Fortis
186,5,I-speech,
186,5,I-speech,
186,5,I-speech,
186,6,U-speech,[unknown] Voce
186,7,B-speech,Fortis
187,0,B-header,
187,0,I-header,
187,0,I-header,
187,0,I-header,
187,1,H-speech,[hidden]
187,1,I-speech,
187,1,I-speech,
187,1,I-speech,
187,2,B-article,
187,3,H-speech,[hidden]
187,3,I-speech,
187,3,I-speech,
187,3,I-speech,
187,3,I-speech,
187,3,I-speech,
188,0,B-header,
188,0,I-header,
188,0,I-header,
188,1,H-speech,[hidden]
188,2,B-speech,"ANDREOTTI, Sottosegretario di Stato per la Presidenza del Consiglio dei Ministri"
188,3,B-speech,SANSONE
188,3,I-speech,
188,3,I-speech,
188,3,I-speech,
188,4,B-speech,"ANDREOTTI, Sottosegretario di Stato per la Presidenza del Consiglio dei Ministri"
188,5,B-speech,PRESIDENTE
188,6,B-speech,"ANDREOTTI, Sottosegretario di Stato per la Presidenza del Consiglio dei Ministri"
188,6,I-speech,
188,7,B-speech,SANSONE
188,8,B-speech,"ANDREOTTI, Sottosegretario di Stato per la Presidenza del Consiglio dei Ministri"
188,8,I-speech,
188,9,B-speech,PRESIDENTE
189,0,B-header,
189,0,I-header,
189,0,I-header,
189,0,I-header,
189,1,H-speech,[hidden]
189,2,B-speech,"DARI, sottosegretario di Stato per i lavori pubblici"
189,2,I-speech,
189,2,I-speech,
189,3,B-speech,PRESIDENTE
189,4,B-speech,LIBERTINI GESUALDO
189,4,I-speech,
189,4,I-speech,
189,4,I-speech,
189,4,I-speech,
189,4,I-speech,
189,4,I-speech,
189,5,B-speech,DI SANT'ONOFRIO
189,6,B-speech,LIBERTINI GESUALDO
189,6,I-speech,
189,6,I-speech,
190,0,B-header,
190,0,I-header,
190,0,I-header,
190,0,I-header,
190,1,B-article,
190,2,B-description,
190,3,B-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,3,I-article,
190,4,B-description,
190,5,B-article,
190,5,I-article,
190,5,I-article,
190,6,B-description,
190,7,B-article,
190,7,I-article,
190,7,I-article,
190,7,I-article,
190,8,B-description,
190,9,B-article,
190,9,I-article,
190,10,B-description,
190,11,B-article,
190,11,I-article,
190,12,B-description,
190,13,B-article,
190,13,I-article,
190,13,I-article,
190,14,B-description,
190,15,B-article,
190,15,I-article,
191,1,B-title,
191,2,B-presidencydeclaration,
191,3,B-other,
191,4,B-description,
191,5,B-speech,"BERTEA, segretario"
191,5,I-speech,
191,5,I-speech,
191,5,I-speech,
191,5,I-speech,
191,5,I-speech,
191,5,I-speech,
191,6,B-title,
191,7,B-speech,PRESIDENTE
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
191,7,I-speech,
192,0,B-header,
192,0,I-header,
192,0,I-header,
192,0,I-header,
192,1,H-speech,[hidden]
192,1,I-speech,
192,1,I-speech,
192,2,B-speech,PRESIDENTE
192,3,B-description,
192,4,N-speech,[inferred] PRESIDENTE
192,4,I-speech,
192,5,B-title,
192,6,B-speech,MINISTRO DEGLI AFFARI ESTERI
192,6,I-speech,
192,7,B-speech,VARE'
192,8,B-speech,MINISTRO DEGLI AFFARI ESTERI
192,8,I-speech,
192,8,I-speech,
192,8,I-speech,
192,8,I-speech,
192,8,I-speech,
192,9,B-title,
192,10,N-speech,[inferred] MINISTRO DEGLI AFFARI ESTERI
193,0,B-header,
193,0,I-header,
193,0,I-header,
193,0,I-header,
193,1,H-speech,[hidden]
193,1,I-speech,
193,2,B-speech,MINISTRO DI GRAZIA E GIUSTIZIA
193,2,I-speech,
193,2,I-speech,
193,2,I-speech,
193,2,I-speech,
193,2,I-speech,
193,2,I-speech,
193,2,I-speech,
193,3,U-speech,[unknown] Una voce a sinistra
193,4,B-speech,MINISTRO DI GRAZIA E GIUSTIZIA
193,4,I-speech,
193,4,I-speech,
193,4,I-speech,
194,0,B-header,
194,0,I-header,
194,0,I-header,
194,0,I-header,
194,1,H-speech,[hidden]
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,1,I-speech,
194,999,B-footer,
195,0,B-header,
195,0,I-header,
195,0,I-header,
195,0,I-header,
195,1,H-speech,[hidden]
195,1,I-speech,
195,1,I-speech,
195,1,I-speech,
195,1,I-speech,
195,1,I-speech,
195,1,I-speech,
195,1,I-speech,
195,2,B-speech,Ministro delle finanze
195,3,B-speech,Presidente
195,4,B-speech,Ministro delle finanze
195,5,B-speech,Presidente
195,6,B-title,
195,7,B-speech,Presidente
195,7,I-speech,
195,8,B-speech,Oliva
195,9,B-speech,Presidente
196,0,B-header,
196,0,I-header,
196,0,I-header,
196,0,I-header,
196,1,H-speech,[hidden]
196,1,I-speech,
196,1,I-speech,
196,1,I-speech,
196,1,I-speech,
196,2,B-article,
196,2,I-article,
196,3,H-speech,[hidden]
196,3,I-speech,
196,4,B-article,
196,4,I-article,
196,5,H-speech,[hidden]
196,5,I-speech,
196,5,I-speech,
196,5,I-speech,
196,5,I-speech,
196,5,I-speech,
196,5,I-speech,
196,5,I-speech,
196,6,B-speech,Presidente
196,7,B-speech,Bonghi
196,7,I-speech,
197,0,B-header,
197,0,I-header,
197,0,I-header,
197,0,I-header,
197,1,B-article,
197,1,I-article,
197,1,I-article,
197,2,B-description,
197,3,B-article,
197,3,I-article,
197,4,B-description,
197,5,B-article,
197,5,I-article,
197,5,I-article,
197,5,I-article,
197,6,B-text,
197,7,H-speech,[hidden]
197,8,B-speech,"ACERBO, Ministro dell'agricoltura e delle foreste"
197,9,B-speech,PRESIDENTE
197,10,B-speech,"D'ANGELO, relatore"
197,11,B-speech,PRESIDENTE
197,12,B-description,
197,13,N-speech,[inferred] presidente
197,14,B-speech,"D'ANGELO, relatore"
197,15,B-speech,PRESIDENTE
197,16,B-speech,"D'ANGELO, relatore"
197,16,I-speech,
197,16,I-speech,
197,16,I-speech,
197,17,B-speech,PRESIDENTE
197,18,B-speech,"ACERBO, Ministro dell'agricoltura e delle foreste"
198,0,B-header,
198,0,I-header,
198,0,I-header,
198,0,I-header,
198,1,H-speech,[hidden]
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
198,1,I-speech,
199,0,B-header,
199,0,I-header,
199,0,I-header,
199,0,I-header,
199,1,H-speech,[hidden]
199,1,I-speech,
199,1,I-speech,
199,1,I-speech,
199,1,I-speech,
199,1,I-speech,
199,2,B-speech,"MORELLI-GUALTIEROTTI, ministro delle poste e dei telegrafi"
199,3,B-speech,CABRINI
199,3,I-speech,
199,3,I-speech,
199,3,I-speech,
199,3,I-speech,
199,4,B-speech,PRESIDENTE
199,5,B-text,
199,6,N-speech,[inferred] presidente
199,7,B-description,
199,8,B-speech,"MORELLI-GUALTIEROTTI, ministro delle poste e dei telegrafi"
199,9,B-speech,PRESIDENTE
199,10,B-speech,"MORELLI-GUALTIEROTTI, ministro delle poste e dei telegrafi"
199,11,B-speech,VICINI
199,12,B-speech,"MORELLI-GUALTIEROTTI, ministro delle poste e dei telegrafi"
199,12,I-speech,
199,13,B-speech,PRESIDENTE
200,0,B-header,
200,0,I-header,
200,0,I-header,
200,0,I-header,
200,1,B-title,
200,1,B-title,
200,2,B-presidencydeclaration,
200,3,B-other,
200,3,I-other,
200,3,I-other,
200,4,B-description,
200,5,B-speechnotext,"CAPPELLERI, segretario"
200,6,B-description,
200,999,B-footer,
201,0,B-header,
201,0,I-header,
201,0,I-header,
201,0,I-header,
201,1,H-speech,[hidden]
201,1,I-speech,
201,1,I-speech,
201,2,B-speech,Cocco-Ortu
201,3,B-speech,Del Balzo Carlo
201,3,I-speech,
201,3,I-speech,
201,3,I-speech,
201,3,I-speech,
201,3,I-speech,
201,3,I-speech,
201,3,I-speech,
202,0,B-header,
202,0,I-header,
202,1,H-speech,[hidden]
202,2,B-speech,Presidente
202,3,B-speech,Demaria
202,4,B-speech,Presidente
202,5,B-speech,Galvagno
202,5,I-speech,
202,6,B-speech,Lanza
202,7,B-speech,Galvagno
202,7,I-speech,
202,7,I-speech,
202,8,B-speech,Lanza
202,8,I-speech,
202,8,I-speech,
202,8,I-speech,
202,8,I-speech,
202,9,B-speech,Galvagno
202,10,B-speech,Lanza
202,11,B-speech,Galvagno
202,12,B-speech,Lanza
202,12,I-speech,
202,12,I-speech,
202,12,I-speech,
202,13,B-speech,Galvagno
202,14,B-speech,Lanza
202,15,B-speech,Presidente
202,16,B-speech,Galvagno
202,17,B-speech,Presidente
202,18,B-speech,Cadorna C
202,18,I-speech,
202,18,I-speech,
203,0,B-header,
203,0,I-header,
203,0,I-header,
203,0,I-header,
203,1,B-article,
203,1,I-article,
203,2,B-description,
203,3,B-article,
203,3,I-article,
203,4,B-description,
203,5,B-article,
203,5,I-article,
203,5,I-article,
203,5,I-article,
203,6,B-description,
203,7,B-article,
203,7,I-article,
203,8,B-description,
203,9,B-article,
203,9,I-article,
203,9,I-article,
203,9,I-article,
203,10,B-description,
203,11,B-article,
203,11,I-article,
203,12,B-description,
203,13,B-article,
203,13,I-article,
203,14,B-description,
203,15,B-article,
203,15,I-article,
203,15,I-article,
203,16,B-description,
203,17,B-article,
203,17,I-article,
204,0,B-header,
204,0,I-header,
204,0,I-header,
204,0,I-header,
204,1,H-speech,[hidden]
204,1,I-speech,
204,1,I-speech,
204,1,I-speech,
204,1,I-speech,
204,1,I-speech,
204,1,I-speech,
204,1,I-speech,
204,1,I-speech,
204,2,B-description,
204,3,H-speech,[hidden]
204,4,B-speech,De Marinis
204,4,I-speech,
204,4,I-speech,
204,4,I-speech,
204,4,I-speech,
204,4,I-speech,
204,4,I-speech,
204,4,I-speech,
204,999,B-footer,
205,0,B-header,
205,0,I-header,
205,1,H-speech,[hidden]
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,1,I-speech,
205,2,B-speech,Casaretto
205,3,B-speech,Rattazzi
205,4,B-speech,Presidente
205,5,B-speech,Farini
205,5,I-speech,
205,6,B-speech,Casaretto
205,6,I-speech,
205,7,B-speech,Rattazzi
206,0,B-header,
206,0,I-header,
206,0,I-header,
206,0,I-header,
206,1,H-speech,[hidden]
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,1,I-speech,
206,2,U-speech,[unknown] Voci
206,3,B-speech,Depretis
206,3,I-speech,
206,3,I-speech,
206,3,I-speech,
206,3,I-speech,
207,0,B-header,
207,0,I-header,
207,0,I-header,
207,0,I-header,
207,1,H-speech,[hidden]
207,2,B-title,
207,3,B-speech,Presidente
207,3,I-speech,
207,4,B-speech,Chinaglia
207,5,B-speech,Presidente
207,6,B-speech,Chinaglia
207,7,B-speech,Presidente
207,7,I-speech,
207,7,I-speech,
207,8,B-speech,Chinaglia
207,8,I-speech,
207,9,B-speech,Crispi
