source_pdf,source_page_1based,ramo,legislatura
/media/16TB/parlamento/pdf-resoconti/421895.pdf,1,senato,regno_18
/media/16TB/parlamento/pdf-resoconti/a68e9323ac38ae032c125da2f7ddea80.pdf,37,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/898da49c84350a36017a6a3a77b938a9.pdf,12,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/367853.pdf,6,senato,regno_10
/media/16TB/parlamento/pdf-resoconti/f45310a1f1e4a243ed63335e35012c5d.pdf,7,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/420167.pdf,4,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/b568daa06ce46b6b7ebaf47f0bb9d606.pdf,7,camera,regno_02
/media/16TB/parlamento/pdf-resoconti/12bd27014bd8023036b32e6d8501d4fa.pdf,27,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/4caf58296c548fdf6fe448bc30b9178d.pdf,13,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/367868.pdf,15,senato,regno_10
/media/16TB/parlamento/pdf-resoconti/6398aebd39d628b0a971dfb65cb0f84d.pdf,6,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/dd08c82e98df82b2b7791fd6cfecf2c7.pdf,2,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/6a7eca031e19c290ed71b6dcfa293c5c.pdf,9,camera,regno_07
/media/16TB/parlamento/pdf-resoconti/424123.pdf,12,senato,regno_29
/media/16TB/parlamento/pdf-resoconti/201d6437f4b0516837d5be5454042aca.pdf,51,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/421978.pdf,20,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/380284.pdf,13,senato,regno_14
/media/16TB/parlamento/pdf-resoconti/9031a1f098a39b49f66aac0c77cda876.pdf,2,camera,regno_01
/media/16TB/parlamento/pdf-resoconti/6bb92e58c8480c05f633a6d2b3f1d675.pdf,44,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/b0770ccb3bc48f3d36375050939b981f.pdf,24,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/006704069c5b4fd63d9c1e6e9e5af808.pdf,28,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/355620.pdf,9,senato,regno_04
/media/16TB/parlamento/pdf-resoconti/73fd29eb66cf7541a708001116ead855.pdf,23,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/423330.pdf,3,senato,regno_29
/media/16TB/parlamento/pdf-resoconti/9b6d5a0224ec53240d995ae77112d660.pdf,8,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/367860.pdf,14,senato,regno_10
/media/16TB/parlamento/pdf-resoconti/53e82472081953730d41c809048ed16a.pdf,4,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/0a50936a03bdbb4efcfaf118a6734890.pdf,17,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/400b29da0b9a2bb41e86b5d1d37c7b68.pdf,16,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/d6aa656cef5329ef0469e09a33ccc262.pdf,6,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/425261.pdf,14,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/424196.pdf,26,senato,regno_18
/media/16TB/parlamento/pdf-resoconti/5e9dfeb473ee66edcfe81c7cead7fea6.pdf,14,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/ee7ef33e5c24a6f0bf374ad0f1058fcc.pdf,55,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/2fd5877843a0b957a3924069471daa51.pdf,14,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/70a7b569b6b4582873a7376b0dffdaf4.pdf,25,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/c5f5a18f66503704408c13f44caa0bb8.pdf,15,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/e750bc9fcbe1033cbddccca015c5d6ba.pdf,14,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/b53315908ece39ad4746055597c9dc08.pdf,16,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/613c5f89d3871d4f6bda01927218d2db.pdf,3,camera,regno_02
/media/16TB/parlamento/pdf-resoconti/94bb3c1c843c8e5f897da87a130dd9ea.pdf,14,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/13f7957537c7f68aa21067de3ed0de71.pdf,3,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/801794300bf896e4d2f49a6465ac9e0e.pdf,19,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/8b2ae107f3f253faf5965af1d6096680.pdf,24,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/2e643a850f3f534a279fa6b1fc7705a3.pdf,26,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/425214.pdf,52,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/a68e9323ac38ae032c125da2f7ddea80.pdf,3,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/5c99d3f0c7f6fa45f3033ee87d521b5f.pdf,18,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/420175.pdf,13,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/0ecddf3ac5e27c1647f0d328d01943db.pdf,50,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/6c48432c55d04b47899c0126b1670c85.pdf,28,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/9ea69fc63c58518349a1aea4833c3353.pdf,25,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/b53315908ece39ad4746055597c9dc08.pdf,47,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/e085d29f821fa65a031ebd2402ff3c2b.pdf,7,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/82f80089d4c7856cbb9320cad695dedc.pdf,29,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/376577.pdf,9,senato,regno_13
/media/16TB/parlamento/pdf-resoconti/3d192c31daac30c979603cd035acb8c0.pdf,1,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/01bf24b0d2c9da6f552072a97ce19b28.pdf,22,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/421886.pdf,13,senato,regno_18
/media/16TB/parlamento/pdf-resoconti/9ea0eb31788baa6e51a5a40c846a61e2.pdf,5,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/25895627eecc8c6c1dbafdca685499b7.pdf,66,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/f74f464287df89e18aa01b5025df9ff2.pdf,49,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/64f8edf039fd2ce7628853201139120b.pdf,16,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/379205.pdf,18,senato,regno_13
/media/16TB/parlamento/pdf-resoconti/0b895313666626ff687925741a85a444.pdf,15,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/92e5ebd163077089b82b2beaf14dc9b3.pdf,35,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/7ae4868b06a9420beaa4e476bd93706e.pdf,108,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/8725740c4105e384ccef66de1a25b988.pdf,22,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/46b258c0811d59ffebb05b4792323398.pdf,42,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/424832.pdf,9,senato,regno_12
/media/16TB/parlamento/pdf-resoconti/424201.pdf,12,senato,regno_18
/media/16TB/parlamento/pdf-resoconti/6f429d5daa09b6f59453666e6cd49933.pdf,11,camera,regno_03
/media/16TB/parlamento/pdf-resoconti/10d44821baef851e4812d0960ff4c09f.pdf,19,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/b5d02c3024660506739f1f3b2cc35730.pdf,13,camera,regno_06
/media/16TB/parlamento/pdf-resoconti/4b7283007f60efefec481b4b93cba3d2.pdf,52,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/422437.pdf,28,senato,regno_13
/media/16TB/parlamento/pdf-resoconti/54fc2d592d454e8a6bfacb2c821b0fd7.pdf,20,camera,regno_09
/media/16TB/parlamento/pdf-resoconti/422081.pdf,7,senato,regno_11
/media/16TB/parlamento/pdf-resoconti/423699.pdf,106,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/5b3d390254de4ccdb94d2e43b68a6694.pdf,14,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/423982.pdf,1,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/425364.pdf,10,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/9f2dd0ce37b629acae03c7f055c7b285.pdf,45,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/421635.pdf,9,senato,regno_15
/media/16TB/parlamento/pdf-resoconti/379981.pdf,15,senato,regno_15
/media/16TB/parlamento/pdf-resoconti/3b10c77c321fe9297a6a6b492655341a.pdf,19,camera,regno_06
/media/16TB/parlamento/pdf-resoconti/89b19bd12b84a95341a067fdd0c1d1b0.pdf,35,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/d9067dbe75fff00768702cb43d9af740.pdf,2,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/425290.pdf,16,senato,regno_25
/media/16TB/parlamento/pdf-resoconti/9b1432ebbd718dd011fd11ab62204db4.pdf,8,camera,costituente
/media/16TB/parlamento/pdf-resoconti/685f6b520c1f8bf61f86d2e20389968e.pdf,17,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/a15227bb0c979971070ec1c78e914340.pdf,83,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/cdd693978681318b81713be667c4482b.pdf,11,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/423913.pdf,29,senato,regno_25
/media/16TB/parlamento/pdf-resoconti/420485.pdf,1,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/420573.pdf,7,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/64b219243d1a89649926ee6fff80a464.pdf,36,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/424049.pdf,3,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/76b9cb77cc526b3a84a4a9dac2c52e2a.pdf,44,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/695310c31870eee700040245f49697f0.pdf,11,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/356914.pdf,18,senato,regno_24
/media/16TB/parlamento/pdf-resoconti/535b5c42af7711b881a3a08d429e05b9.pdf,14,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/379207.pdf,37,senato,regno_13
/media/16TB/parlamento/pdf-resoconti/0ed65a30c458e7ae3ad84fd3868a3a1b.pdf,32,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/9b9a448495bcd6b042e302d9aefa07b8.pdf,15,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/bc4285994e32181dadecf7d9d898d4ce.pdf,39,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/356131.pdf,5,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/2294fc706a313fb3dc35d33b51b2fd96.pdf,13,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/424858.pdf,23,senato,regno_12
/media/16TB/parlamento/pdf-resoconti/a02d7d9802ac66a5e03d69977db87390.pdf,12,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/4e0a6720e12bd610d7406d25778fd36d.pdf,6,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/350be06da61ea4f5ddebeacd33e25fe9.pdf,39,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/912eb9c9e9b17991f41c896c8c2af7f0.pdf,26,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/421621.pdf,5,senato,regno_15
/media/16TB/parlamento/pdf-resoconti/ae07664e579fba021c7a14b1d247e5d9.pdf,12,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/4e0bdcd43d5f174a43d683d9d0503d4d.pdf,11,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/17b075a6c32f9a76d5f533b60b17350a.pdf,22,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/b78c2fc4e8ae5b7c2e652ff36cfdf8d6.pdf,21,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/00b486c341fc633af81fbb83379bf426.pdf,26,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/e3b5107b0a7170c3ac49d521f0e15c77.pdf,18,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/226c845264910f7914fd74d205d6eab3.pdf,12,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/3c8710e44f808b2cd97ae6b44056ebc4.pdf,40,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/870e896789bb0c85ddaf6df7fd6e87d1.pdf,1,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/5a08a872a3474b97065ec4330589cb8e.pdf,18,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/b43b314f4cdc493b197c15dde3027c68.pdf,12,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/835c7a635af584cddd7d51d4966bd7de.pdf,21,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/2fa3fc27249537e63afd5b5e894c3c4c.pdf,12,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/95fe5f0b6034c4e1268909466473f7e0.pdf,15,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/420051.pdf,25,senato,regno_20
/media/16TB/parlamento/pdf-resoconti/53622c5f0f724c892a72f97705216b90.pdf,52,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/c1e243151835058067a5f3a2b3ebb627.pdf,74,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/12697cda200f5b99decfa60fb3d46695.pdf,40,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/70f400ffc551e35353e66d8a732e32ec.pdf,37,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/3137b7255360cf3bfbedae564300195a.pdf,2,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/729d3f78ac63729166c3380631d85492.pdf,18,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/10b9f6b7df6115db0f1ad09db9646bc9.pdf,11,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/214988e5c9652f9aa148d037af4111af.pdf,7,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/425206.pdf,57,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/ff27025497b0b2999e3746e99f285bce.pdf,4,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/420494.pdf,16,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/8a73f0c9c97fa14979bc0bebf047dd9c.pdf,14,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/fa30dfacd22f28044f6a7e2be494542e.pdf,12,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/425089.pdf,21,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/6984fde8e739b30c1235f7d907996212.pdf,20,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/263be0ac3565c87de3030d9ac3100237.pdf,22,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/f6a6fd1f245e151c78331e4a301ef217.pdf,46,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/835c7a635af584cddd7d51d4966bd7de.pdf,5,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/cb8f2aaa82a03787f469863f0e251051.pdf,7,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/d47efc342a73048c678b95b46faf8667.pdf,16,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/adc667ad018fa39ef807ce339ae07e80.pdf,19,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/420566.pdf,2,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/ce79f552e2ec01178dcf5a4ef26d1e64.pdf,12,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/7c702e3e59dd33320e31a43d0440217a.pdf,39,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/76d331ca20e5c3ff26d63ec354645e61.pdf,29,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/356972.pdf,19,senato,regno_24
/media/16TB/parlamento/pdf-resoconti/422775.pdf,7,senato,regno_20
/media/16TB/parlamento/pdf-resoconti/ee7ef33e5c24a6f0bf374ad0f1058fcc.pdf,48,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/306df1b90dfae3d1cc0bd6ec590bc2a1.pdf,1,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/425088.pdf,20,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/30e6a24958470c45f64d9238fca1f394.pdf,31,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/423724.pdf,160,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/765b04e2f0fc4dd849122294d59ee806.pdf,4,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/5ea621bae15e9f83917549771a3d1197.pdf,16,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/a106c71ef3b40a158c3b3c6be5f857e9.pdf,41,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/b831eb872a6fc85b072c7b95433db043.pdf,27,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/36f906ebca0da235fcdeba6c8865030b.pdf,9,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/420452.pdf,6,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/355925.pdf,5,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/b0c9f2d49b3289b80cd8d4ac8eb5de23.pdf,160,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/708ea74ffd203b795c37bf4465acd3db.pdf,20,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/30b5803768d0c5e2003ea9f0a80e0b0d.pdf,15,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/45437951409c49f627f19eb547838e07.pdf,4,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/423853.pdf,73,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/c236c16e69b60c22ddd7bd9b0ad09e1e.pdf,30,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/8ad18cce9b4a756b77d8adee4ec844ea.pdf,33,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/6150eec1008d3b930b6826236203feb4.pdf,21,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/708ea74ffd203b795c37bf4465acd3db.pdf,21,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/5468b7cd7a6500d7517311087be949b5.pdf,31,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/356551.pdf,8,senato,regno_10
/media/16TB/parlamento/pdf-resoconti/2268bff35745803a00b3bfe27afe45c9.pdf,18,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/5c2fa7a179cd92bc5c264e1779bc2641.pdf,14,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/421923.pdf,13,senato,regno_18
/media/16TB/parlamento/pdf-resoconti/1b15fa79e92df74464ffb4a0d116a3fd.pdf,2,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/254a27e5a4893c7594bc05d10b7a4a6a.pdf,1,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/423831.pdf,15,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/458b995e2a12b36f8ef400fb3cbb3710.pdf,28,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/3c9b927761a990abd2b77a44d7fbb54f.pdf,16,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/356222.pdf,7,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/a11e608bfcf1f40d7d8eeff33dcffb2f.pdf,16,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/9d52b4336a701ed9c5248dfbc351b8f9.pdf,6,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/4152b0fd06e4105b5079d6a3ff648eaa.pdf,31,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/a289dfbba56952684be7ae39c5bce43e.pdf,25,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/96a52b3338346f0736a73677d58cb0ac.pdf,20,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/53622c5f0f724c892a72f97705216b90.pdf,27,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/f66ff68c5ab71ded951f2798e2bcb708.pdf,13,camera,regno_10
